,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Asymmetrique Activity Score,Asymmetrique Profile Score,Cluster
0,0.0,0.0,0.0,0.7,0.4444444444444444,2.0
1,0.035460992907801414,0.3153954141319607,0.045454545454545456,0.7,0.4444444444444444,2.0
2,0.014184397163120567,0.71689284043051,0.03636363636363636,0.6000000000000001,1.0000000000000002,1.0
3,0.0070921985815602835,0.14272344408048668,0.01818181818181818,0.5,0.6666666666666667,0.0
4,0.014184397163120567,0.6682264857276556,0.01818181818181818,0.7,0.7777777777777779,1.0
5,0.0,0.0,0.0,0.9000000000000001,0.4444444444444444,2.0
6,0.014184397163120567,0.7674309780065512,0.03636363636363636,0.6000000000000001,1.0000000000000002,1.0
7,0.0,0.0,0.0,0.7,0.4444444444444444,2.0
8,0.014184397163120567,0.03322414599906411,0.03636363636363636,0.6000000000000001,0.33333333333333326,2.0
9,0.028368794326241134,0.0271408516612073,0.07272727272727272,0.5,0.5555555555555556,2.0
10,0.05673758865248227,0.6321946654188114,0.14545454545454545,0.7,0.33333333333333326,1.0
11,0.05673758865248227,0.6284510996724381,0.048545454545454544,0.6000000000000001,0.6666666666666667,1.0
12,0.07801418439716312,0.7197005147402902,0.19999999999999998,0.8,0.5555555555555556,1.0
13,0.035460992907801414,0.0795507721104352,0.09090909090909091,0.6000000000000001,0.6666666666666667,0.0
14,0.0070921985815602835,0.22508189050070193,0.01818181818181818,0.8,0.6666666666666667,0.0
15,0.0425531914893617,0.4735610669162377,0.10909090909090909,0.6000000000000001,0.4444444444444444,1.0
16,0.0,0.0,0.0,0.9000000000000001,0.4444444444444444,2.0
17,0.0425531914893617,0.45531118390266734,0.10909090909090909,0.5,0.22222222222222232,1.0
18,0.0425531914893617,0.7898923724847918,0.05454545454545454,0.7,0.7777777777777779,1.0
19,0.02127659574468085,0.045858680393074405,0.05454545454545454,0.6000000000000001,0.4444444444444444,2.0
20,0.0070921985815602835,0.10903135236312589,0.01818181818181818,0.5,0.6666666666666667,0.0
21,0.028368794326241134,0.17641553579784747,0.024181818181818183,0.7,0.5555555555555556,2.0
22,0.0070921985815602835,0.4740290126345344,0.01818181818181818,0.7,1.0000000000000002,1.0
23,0.028368794326241134,0.3607861488067384,0.07272727272727272,0.6000000000000001,0.7777777777777779,0.0
24,0.0425531914893617,0.5320542817033225,0.02727272727272727,0.6000000000000001,0.7777777777777779,1.0
25,0.02127659574468085,0.49976602714085167,0.05454545454545454,0.6000000000000001,0.5555555555555556,1.0
26,0.028368794326241134,0.46794571829667764,0.03636363636363636,0.30000000000000004,0.7777777777777779,1.0
27,0.0425531914893617,0.6153486195601311,0.10909090909090909,0.7,0.8888888888888891,1.0
28,0.035460992907801414,0.08516612072999533,0.09090909090909091,0.5,0.7777777777777779,0.0
29,0.02127659574468085,0.036499766027140855,0.05454545454545454,0.8,0.7777777777777779,0.0
30,0.04964539007092199,0.5493682732802995,0.06363636363636363,0.7,0.7777777777777779,1.0
31,0.02127659574468085,0.04117922321010763,0.02727272727272727,0.5,0.4444444444444444,2.0
32,0.028368794326241134,0.10435189518015911,0.03636363636363636,0.7,0.22222222222222232,2.0
33,0.02127659574468085,0.03462798315395414,0.02727272727272727,0.40000000000000013,0.4444444444444444,2.0
34,0.028368794326241134,0.007487131492746842,0.03636363636363636,0.7,0.6666666666666667,0.0
35,0.02127659574468085,0.045858680393074405,0.05454545454545454,0.6000000000000001,0.4444444444444444,2.0
36,0.028368794326241134,0.7590079550772111,0.07272727272727272,0.40000000000000013,0.7777777777777779,1.0
37,0.035460992907801414,0.2634534394010295,0.09090909090909091,0.5,1.0000000000000002,0.0
38,0.014184397163120567,0.14506317267197005,0.03636363636363636,0.6000000000000001,0.4444444444444444,2.0
39,0.028368794326241134,0.01169864295741694,0.07272727272727272,0.6000000000000001,0.8888888888888891,0.0
40,0.02127659574468085,0.16003743565746376,0.05454545454545454,0.6000000000000001,0.4444444444444444,2.0
41,0.04964539007092199,0.017781937295273748,0.12727272727272726,0.5,0.7777777777777779,0.0
42,0.035460992907801414,0.09312119794103885,0.09090909090909091,0.6000000000000001,0.4444444444444444,2.0
43,0.035460992907801414,0.10388394946186243,0.09090909090909091,0.5,0.7777777777777779,0.0
44,0.0425531914893617,0.12868507253158634,0.05454545454545454,0.19999999999999996,0.7777777777777779,0.0
45,0.028368794326241134,0.1343004211511465,0.03636363636363636,0.5,0.7777777777777779,0.0
46,0.014184397163120567,0.2559663079082827,0.03636363636363636,0.7,1.0000000000000002,0.0
47,0.0,0.0,0.0,0.9000000000000001,0.4444444444444444,2.0
48,0.0425531914893617,0.5732335049134301,0.10909090909090909,0.40000000000000013,0.4444444444444444,1.0
49,0.0,0.0,0.0,0.9000000000000001,0.4444444444444444,2.0
50,0.0,0.0,0.0,0.7,0.5555555555555556,2.0
51,0.035460992907801414,0.07487131492746842,0.09090909090909091,0.9000000000000001,0.7777777777777779,0.0
52,0.0425531914893617,0.184370613008891,0.03636363636363636,0.5,0.4444444444444444,2.0
53,0.0425531914893617,0.1338324754328498,0.02727272727272727,0.8,0.4444444444444444,2.0
54,0.04964539007092199,0.04492278895648105,0.04236363636363636,0.5,0.4444444444444444,2.0
55,0.014184397163120567,0.0056153486195601315,0.03636363636363636,0.7,0.4444444444444444,2.0
56,0.09219858156028368,0.20402433317735144,0.23636363636363636,0.7,0.22222222222222232,2.0
57,0.05673758865248227,0.42255498362189986,0.14545454545454545,0.8,0.4444444444444444,1.0
58,0.12056737588652482,0.19138979878334114,0.15454545454545454,0.6000000000000001,0.7777777777777779,0.0
59,0.07801418439716312,0.3205428170332242,0.09999999999999999,0.30000000000000004,0.22222222222222232,2.0
60,0.028368794326241134,0.09967243799719233,0.07272727272727272,0.5,0.5555555555555556,2.0
61,0.0,0.0,0.0,0.6000000000000001,0.4444444444444444,2.0
62,0.04964539007092199,0.6869443144595228,0.06363636363636363,0.7,0.7777777777777779,1.0
63,0.0,0.0,0.0,0.7,0.4444444444444444,2.0
64,0.028368794326241134,0.6715021057557323,0.07272727272727272,0.40000000000000013,0.7777777777777779,1.0
65,0.0070921985815602835,0.07346747777257838,0.01818181818181818,0.7,0.33333333333333326,2.0
66,0.02127659574468085,0.4141319606925597,0.02727272727272727,0.7,0.7777777777777779,1.0
67,0.0,0.0,0.0,0.7,0.5555555555555556,2.0
68,0.0,0.0,0.0,0.40000000000000013,0.33333333333333326,2.0
69,0.0,0.0,0.0,0.7,0.4444444444444444,2.0
70,0.0070921985815602835,0.8001871782873187,0.01818181818181818,0.8,0.8888888888888891,1.0
71,0.028368794326241134,0.10248011230697239,0.07272727272727272,0.5,0.7777777777777779,0.0
72,0.02127659574468085,0.05194197473093121,0.05454545454545454,0.5,0.4444444444444444,2.0
73,0.0425531914893617,0.10481984089845578,0.10909090909090909,0.6000000000000001,0.4444444444444444,2.0
